description,keywords,name,no_of_reviews,price,published_date,ratings,url,max_no_weeks_on_list,price_numeric,ratings_numeric,class_text,polarity_score
"Jack Reacher, still in the Army, becomes involved in an investigation with elite agents from the F.B.I. and C.I.A.","['child', 'lee', 'novels', 'action', 'army', 'usual', 'boring', 'military', 'tom', 'slow', 'cruise', 'previous', 'page', 'finish', 'twists', 'suspense', 'germany', 'sex', 'guys', 'pages']",NIGHT SCHOOL,5766,"['Hardcover', '$12.95', '351', 'Used', 'from', '$0.25', '105', 'New', 'from', '$3.78', '52', 'Collectible', 'from', '$3.75', 'Paperback', '$7.99', '135', 'Used', 'from', '$1.50', '43', 'New', 'from', '$5.95', '6', 'Collectible', 'from', '$4.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.0 out of 5,https://www.amazon.com/Night-School-Jack-Reacher-Novel-ebook/dp/B019B6WTRU?tag=NYTBS-20,11,12.95,4,,0
"A specialist in chemically controlled torture, on the run from her former employers, takes on one last job.","['meyer', 'twilight', 'action', 'stephanie', 'host', 'romance', 'stephenie', 'thriller', 'main', 'kept', 'page', 'twists', 'alex', 'female', 'slow', 'pages', 'beginning', 'suspense', 'dogs', 'finish']",THE CHEMIST,2206,"['Hardcover', '$8.66', '200', 'Used', 'from', '$1.26', '73', 'New', 'from', '$4.13', '21', 'Collectible', 'from', '$5.00', 'Paperback', '$11.18', '149', 'Used', 'from', '$1.49', '67', 'New', 'from', '$4.15', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.3 out of 5,https://www.amazon.com/Chemist-Stephenie-Meyer-ebook/dp/B01I9FFDI6?tag=NYTBS-20,13,8.66,4.3,,0
The final installment of the Clifton Chronicles.,"['archer', 'jeffrey', 'ending', 'harry', 'saga', 'sorry', 'sad', 'entire', 'previous', 'conclusion', 'ends', 'ended', 'finished', 'miss', 'emma', 'fitting', 'chapter', 'finish', 'lives', 'families']",THIS WAS A MAN,1817,"['Hardcover', '$14.50', '202', 'Used', 'from', '$1.01', '63', 'New', 'from', '$5.25', '12', 'Collectible', 'from', '$4.99', 'Paperback', '$9.57', '57', 'Used', 'from', '$1.92', '57', 'New', 'from', '$4.47', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-11-27,4.5 out of 5,https://www.amazon.com/This-Was-Man-Clifton-Chronicles-ebook/dp/B01BSNQJIY?tag=NYTBS-20,1,14.5,4.5,,0
In this volume of the Safehold science fiction series. the island realm of Charis prepares for a final battle against the monstrous Church of God Awaiting.,"['weber', 'david', 'ending', 'war', 'pages', 'conclusion', 'rushed', 'detail', 'merlin', 'military', 'beginning', 'church', 'technology', 'names', 'action', 'temple', 'battles', 'chapter', 'ends', 'gbaba']",AT THE SIGN OF TRIUMPH,537,"['Hardcover', '$19.03', '77', 'Used', 'from', '$5.16', '56', 'New', 'from', '$14.00', '4', 'Collectible', 'from', '$10.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App', 'Mass', 'Market', 'Paperback', '$8.99', '45', 'Used', '$4.99', '55', 'New', '$3.79']",2016-11-27,4.2 out of 5 s,https://www.amazon.com/Sign-Triumph-Safehold-David-Weber-ebook/dp/B01CXNZCZ4?tag=NYTBS-20,1,19.03,4.2,,0
"Detective Alex Cross and his wife, Bree, team up to catch a killer causing chaos in Washington, D.C.","['patterson', 'james', 'action', 'bree', 'novels', 'exciting', 'usual', 'ending', 'kept', 'suspense', 'mystery', 'twists', 'nana', 'turns', 'page', 'mama', 'enjoyable', 'disappoint', 'murder', 'paced']",CROSS THE LINE,1486,"['Hardcover', '$15.29', '285', 'Used', 'from', '$1.00', '71', 'New', 'from', '$4.66', '24', 'Collectible', 'from', '$4.95', 'Paperback', '$11.59', '204', 'Used', 'from', '$0.99', '63', 'New', 'from', '$4.67', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.5 out of 5,https://www.amazon.com/Cross-Line-James-Patterson-ebook/dp/B01C37XEUU?tag=NYTBS-20,10,15.29,4.5,,0
The bounty hunter Stephanie Plum juggles the investigation of a crime in an ice cream factory and the two men in her life.,"['evanovich', 'janet', 'ranger', 'funny', 'laugh', 'lula', 'loud', 'morelli', 'grandma', 'novels', 'entertaining', 'usual', 'laughing', 'predictable', 'humor', 'joe', 'mystery', 'ice', 'cream', 'mazur']",TURBO TWENTY-THREE,3770,"['Hardcover', '$14.85', '242', 'Used', 'from', '$1.01', '83', 'New', 'from', '$5.59', '14', 'Collectible', 'from', '$6.95', 'Paperback', '$15.15', '64', 'Used', 'from', '$4.43', '48', 'New', 'from', '$11.94', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.3 out of 5,https://www.amazon.com/Turbo-Twenty-Three-Stephanie-Plum-Novel-ebook/dp/B01B0K7EM0?tag=NYTBS-20,8,14.85,4.3,,0
"John Puller, a special agent with the Army, searches for the truth about his mother, who disappeared 30 years ago.","['baldacci', 'david', 'twists', 'action', 'page', 'turns', 'ending', 'mother', 'kept', 'suspense', 'mystery', 'military', 'knox', 'thriller', 'usual', 'paul', 'novels', 'turner', 'rogers', 'exciting']",NO MAN'S LAND,3394,"['Hardcover', '$11.75', '331', 'Used', 'from', '$0.49', '123', 'New', 'from', '$4.65', '31', 'Collectible', 'from', '$4.98', 'Paperback', '$8.79', '293', 'Used', 'from', '$1.00', '57', 'New', 'from', '$6.25', '1', 'Collectible', 'from', '$6.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.6 out of 5,https://www.amazon.com/No-Mans-Land-John-Puller/dp/145558651X?tag=NYTBS-20,10,11.75,4.6,pos,0.3571428571
"Trying to locate an Ottoman shipwreck in the Black Sea, the NUMA director Dirk Pitt encounters more than he expected.","['cussler', 'clive', 'action', 'novels', 'usual', 'twists', 'adventures', 'exciting', 'plots', 'typical', 'page', 'enjoyable', 'guys', 'cusslers', 'numa', 'classic', 'turns', 'slow', 'kept', 'follow']",ODESSA SEA,943,"['Hardcover',  '$0.99', '159', 'Used', 'from', '$0.99', '29', 'New', 'from', '$7.07', '9', 'Collectible', 'from', '$6.99', 'Paperback', '$7.56', '137', 'Used', 'from', '$1.48', '60', 'New', 'from', '$4.94', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.4 out of 5 s,https://www.amazon.com/Odessa-Sea-Dirk-Pitt-Adventure/dp/0399575510?tag=NYTBS-20,3,0.99,4.4,pos,0.0777777778
"A novel that presents itself as a memoir of an elderly World War II veteran and his wife, a Holocaust survivor, who resemble Chabon’s maternal grandparents.","['chabon', 'grandfather', 'michael', 'memoir', 'fiction', 'grandmother', 'war', 'mother', 'narrative', 'kavalier', 'clay', 'space', 'von', 'braun', 'writer', 'truth', 'told', 'prose', 'narrator', 'adventures']",MOONGLOW,228,"['Hardcover', '$14.95', '199', 'Used', 'from', '$1.50', '82', 'New', 'from', '$6.26', '28', 'Collectible', 'from', '$5.00', 'Paperback', '$11.55', '92', 'Used', 'from', '$1.93', '75', 'New', 'from', '$6.71', '2', 'Collectible', 'from', '$12.50', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Audio', 'CD', '$19.33', '8', 'Used', '$12.95', '21', 'New', '$12.95']",2017-01-01,3.8 out of 5 s,https://www.amazon.com/Moonglow-Novel-Michael-Chabon/dp/0062225553?tag=NYTBS-20,6,14.95,3.8,,0
"In the 24th novel in this series, the forensic pathologist Kay Scarpetta investigates a death that seems to have been (but was not) caused by lightning. Is her old nemesis Carrie Grethen involved?","['cornwell', 'patricia', 'slow', 'boring', 'novels', 'carrie', 'pages', 'lucy', 'marino', 'ending', 'benton', 'scene', 'crime', 'usual', 'action', 'earlier', 'page', 'disappointing', 'chapters', 'previous']",CHAOS,1963,"['Hardcover', '$15.85', '225', 'Used', 'from', '$1.00', '75', 'New', 'from', '$8.34', '13', 'Collectible', 'from', '$9.23', 'Paperback', '$13.59', '101', 'Used', 'from', '$1.00', '53', 'New', 'from', '$11.05', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-12-11,3.5 out of 5,https://www.amazon.com/Chaos-Scarpetta-Novel-Kay-Book-ebook/dp/B01BKD6YYQ?tag=NYTBS-20,1,15.85,3.5,pos,0.1
"The British novelist explores friendship, race, music and global politics.","['smith', 'zadie', 'narrator', 'africa', 'race', 'mother', 'tracey', 'london', 'girls', 'class', 'main', 'friendship', 'childhood', 'dance', 'aimee', 'lives', 'forth', 'african', 'relationships', 'dancer']",SWING TIME,320,"['Hardcover', '$16.45', '206', 'Used', 'from', '$1.01', '71', 'New', 'from', '$5.64', '18', 'Collectible', 'from', '$4.49', 'Paperback', '$11.55', '91', 'Used', 'from', '$3.39', '70', 'New', 'from', '$7.46', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$1.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,3.6 out of 5 s,https://www.amazon.com/Swing-Time-Zadie-Smith/dp/1594203989?tag=NYTBS-20,2,16.45,3.6,,0
"A woman just released from prison begs Laurie Morgan, the producer of the TV show “Under Suspicion,” to help clear her name.","['clark', 'mary', 'higgins', 'mystery', 'burke', 'ending', 'suspense', 'alafair', 'laurie', 'kept', 'mhc', 'page', 'authors', 'alex', 'guessing', 'early', 'turns', 'figured', 'twists', 'guilty']",THE SLEEPING BEAUTY KILLER,823,"['Hardcover', '$12.79', '199', 'Used', 'from', '$0.96', '47', 'New', 'from', '$3.75', '9', 'Collectible', 'from', '$2.89', 'Paperback', '$12.74', '28', 'Used', 'from', '$1.79', '15', 'New', 'from', '$6.40', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$7.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-12-11,4.5 out of 5 s,https://www.amazon.com/Sleeping-Beauty-Killer-Under-Suspicion-ebook/dp/B01E4BC1VQ?tag=NYTBS-20,2,12.79,4.5,pos,0.1
"A man struggling with the aftermath of a divorce sets out to find the anonymous writer of a blog about loneliness, and discovers more than he expected.","['evans', 'richard', 'paul', 'romance', 'holiday', 'rpe', 'ending', 'alex', 'novels', 'heart', 'lbh', 'predictable', 'sweet', 'utah', 'slow', 'season', 'lonely', 'authors', 'woman', 'promise']",THE MISTLETOE SECRET,406,"['Hardcover', '$11.39', '151', 'Used', 'from', '$0.99', '62', 'New', 'from', '$4.97', '9', 'Collectible', 'from', '$4.95', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$10.99', 'Read', 'with', 'Our', 'Free', 'App', 'Audio', 'CD', '$8.97', '17', 'Used', '$5.74', '13', 'New', '$8.47']",2016-12-11,4.5 out of 5 s,https://www.amazon.com/Mistletoe-Secret-Novel-Collection/dp/1501119818?tag=NYTBS-20,2,11.39,4.5,pos,0.2
"This novel sets the stage for ""Rogue One: A Star Wars Story,"" to be released this month.","['krennic', 'galen', 'erso', 'death', 'tarkin', 'luceno', 'background', 'orson', 'empire', 'lyra', 'canon', 'universe', 'james', 'prequel', 'action', 'jyn', 'seeing', 'novels', 'fans', 'slow']",CATALYST,623,"['Hardcover', '$21.38', '99', 'Used', 'from', '$1.30', '65', 'New', 'from', '$9.54', '1', 'Collectible', 'from', '$29.99', 'Paperback', '$8.99', '50', 'Used', 'from', '$3.99', '59', 'New', 'from', '$7.02', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-12-11,4.2 out of 5 s,https://www.amazon.com/Catalyst-Star-Wars-Rogue-Novel/dp/0345511492?tag=NYTBS-20,2,21.38,4.2,,0
"weaves an evocative, deeply affecting tapestry of one Baby Boomer's life and the trio of unforgettable women who have changed it.","['lamb', 'wally', 'felix', 'ghosts', 'feminism', 'funicello', 'novels', 'women', 'ghost', 'lois', 'professor', 'childhood', 'club', 'weber', 'feminist', 'undone', 'miss', 'writer', 'theater', 'director']",I'LL TAKE YOU THERE,84,"['Hardcover', '$13.95', '163', 'Used', 'from', '$1.01', '69', 'New', 'from', '$4.49', '15', 'Collectible', 'from', '$4.99', 'Paperback', '$11.96', '93', 'Used', 'from', '$1.44', '66', 'New', 'from', '$4.68']",2016-12-11,3.3 out of 5 st,https://www.amazon.com/Ill-Take-You-There-Novel/dp/0062656287?tag=NYTBS-20,0,13.95,3.3,pos,0.4
"In the 12th Vampire Chronicles novel, Lestat learns about an ancient sea power, a legendary empire and an unworldly force.","['rice', 'anne', 'vampires', 'amel', 'tale', 'novels', 'aliens', 'fans', 'readers', 'lost', 'science', 'louis', 'previous', 'write', 'fiction', 'beloved', 'ancient', 'blood', 'spirit', 'future']",PRINCE LESTAT AND THE REALMS OF ATLANTIS,717,"['Hardcover', '$18.00', '85', 'Used', 'from', '$2.15', '55', 'New', 'from', '$9.99', '3', 'Collectible', 'from', '$20.50', 'Paperback', '$11.00', '59', 'Used', 'from', '$6.00', '51', 'New', 'from', '$11.00', '1', 'Collectible', 'from', '$30.00', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-12-18,4.2 out of 5 s,https://www.amazon.com/Prince-Lestat-Realms-Atlantis-Chronicles/dp/0385353790?tag=NYTBS-20,2,18,4.2,pos,1
"A century of life in small-town Elmwood Springs, Mo.","['flagg', 'fannie', 'ending', 'cemetery', 'missouri', 'lives', 'novels', 'funny', 'fanny', 'sweet', 'previous', 'fried', 'green', 'humor', 'tomatoes', 'beginning', 'entertaining', 'delightful', 'death', 'elner']",THE WHOLE TOWN'S TALKING,1209,"['Hardcover', '$12.49', '220', 'Used', 'from', '$1.01', '88', 'New', 'from', '$2.95', 'Paperback', '$10.18', '128', 'Used', 'from', '$0.58', '69', 'New', 'from', '$5.95', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$12.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,3.9 out of 5,https://www.amazon.com/Whole-Towns-Talking-Novel/dp/140006595X?tag=NYTBS-20,3,12.49,3.9,,0
"With Britain in the grip of an uneasy peace, Uhtred of Bebbanburg steps up to claim his birthright.","['cornwell', 'uhtred', 'bernard', 'historical', 'fiction', 'bebbanburg', 'saga', 'uthred', 'battle', 'continues', 'tale', 'action', 'england', 'ending', 'novels', 'cornwall', 'installment', 'battles', 'scenes', 'previous']",THE FLAME BEARER,783,"['Hardcover', '$16.05', '110', 'Used', 'from', '$4.07', '55', 'New', 'from', '$9.28', '4', 'Collectible', 'from', '$25.95', 'Paperback', '$11.24', '56', 'Used', 'from', '$5.29', '55', 'New', 'from', '$11.05', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$11.99', 'Read', 'with', 'Our', 'Free', 'App']",2016-12-18,4.7 out of 5 s,https://www.amazon.com/Flame-Bearer-Saxon-Tales-Book-ebook/dp/B01CNK63N2?tag=NYTBS-20,1,16.05,4.7,,0
"Jack Ryan Jr., working for a secret organization, seeks to prevent complicated terrorist strikes set in motion by a hacker. Clancy died in 2013.","['greaney', 'mark', 'action', 'novels', 'campus', 'page', 'today', 'paced', 'current', 'kept', 'detail', 'guys', 'turner', 'suspense', 'events', 'isis', 'thriller', 'continues', 'writer', 'believable']",TOM CLANCY TRUE FAITH AND ALLEGIANCE,1329,"['Hardcover', '$17.35', '142', 'Used', 'from', '$0.52', '41', 'New', 'from', '$6.20', '14', 'Collectible', 'from', '$4.99', 'Paperback', '$6.66', '160', 'Used', 'from', '$0.25', '59', 'New', 'from', '$2.25', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.6 out of 5,https://www.amazon.com/Clancy-True-Faith-Allegiance-Novel/dp/0399176810?tag=NYTBS-20,6,17.35,4.6,neg,-0.45
The 12th Sigma Force thriller follows a deadly pathogen in Egypt and a Russian assassin in the Arctic.,"['rollins', 'james', 'science', 'adventure', 'action', 'fiction', 'historical', 'facts', 'exciting', 'usual', 'team', 'page', 'authors', 'plagues', 'scientific', 'biblical', 'mix', 'ride', 'tesla', 'disappoint']",THE SEVENTH PLAGUE,686,"['Hardcover', '$8.55', '196', 'Used', 'from', '$1.01', '74', 'New', 'from', '$5.34', '10', 'Collectible', 'from', '$7.58', 'Paperback', '$19.03', '59', 'Used', 'from', '$3.86', '43', 'New', 'from', '$18.97', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$7.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-01,4.5 out of 5 s,https://www.amazon.com/Seventh-Plague-Sigma-Force-Novels-ebook/dp/B01D8K63NG?tag=NYTBS-20,1,8.55,4.5,neg,-0.1
"A novelization of the new movie, including additional scenes.","['novelization', 'freed', 'jyn', 'insight', 'alexander', 'scenes', 'details', 'added', 'universe', 'catalyst', 'saw', 'novels', 'death', 'fans', 'depth', 'action', 'movies', 'prequel', 'novelizations', 'seeing']",ROGUE ONE: A STAR WARS STORY,272,"['Hardcover', '$17.33', '93', 'Used', 'from', '$1.99', '72', 'New', 'from', '$9.57', '1', 'Collectible', 'from', '$100.00', 'Paperback', '$9.94', '50', 'Used', 'from', '$4.94', '62', 'New', 'from', '$4.93', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-15,4.6 out of 5 s,https://www.amazon.com/Rogue-One-Star-Wars-Story/dp/0399178457?tag=NYTBS-20,3,17.33,4.6,pos,0.1363636364
"dramatic thriller in the Clandestine Operations series about the Cold War, the fledgling Central Intelligence Agency—and a new breed of warrior. ","['griffin', 'web', 'war', 'action', 'military', 'novels', 'post', 'historical', 'butterworth', 'previous', 'intelligence', 'fiction', 'typical', 'wwii', 'authors', 'honor', 'continues', 'page', 'europe', 'germany']",CURTAIN OF DEATH,380,"['Hardcover', '$11.89', '112', 'Used', 'from', '$2.31', '18', 'New', 'from', '$7.96', '1', 'Collectible', 'from', '$19.46', 'Paperback', '$5.98', '54', 'Used', 'from', '$0.59', '25', 'New', 'from', '$5.98', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-15,4.3 out of 5 s,https://www.amazon.com/Curtain-Death-Clandestine-Operations-Novel/dp/039917673X?tag=NYTBS-20,0,11.89,4.3,neg,-0.2242424242
The beautiful mistress of a Russian oligarch falls in love with an artist and yearns for freedom.,"['danielle', 'steel', 'steele', 'ending', 'natasha', 'kept', 'ended', 'art', 'page', 'predictable', 'interest', 'woman', 'theo', 'enjoyable', 'boring', 'finish', 'twists', 'russian', 'vladimir', 'usual']",THE MISTRESS,850,"['Hardcover', '$1.01', '146', 'Used', 'from', '$1.01', '25', 'New', 'from', '$10.90', '10', 'Collectible', 'from', '$4.73', 'Paperback', '$19.65', '55', 'Used', 'from', '$5.49', '36', 'New', 'from', '$18.25', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$8.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-22,4.4 out of 5 s,https://www.amazon.com/Mistress-Novel-Danielle-Steel-ebook/dp/B01E2GZ5FC?tag=NYTBS-20,7,1.01,4.4,pos,0.45
The New York lawyer Stone Barrington faces danger when he finds himself in possession of a retired C.I.A. agent’s explosive memoir.,"['woods', 'stuart', 'political', 'novels', 'page', 'holly', 'usual', 'entertaining', 'action', 'liberal', 'sex', 'ending', 'paced', 'suspense', 'adventure', 'predictable', 'enjoyable', 'exciting', 'beginning', 'politics']",BELOW THE BELT,696,"['Hardcover', '$8.08', '151', 'Used', 'from', '$0.25', '27', 'New', 'from', '$2.92', '10', 'Collectible', 'from', '$5.74', 'Paperback', '$7.73', '128', 'Used', 'from', '$1.45', '53', 'New', 'from', '$4.25', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$9.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-22,4.3 out of 5 s,https://www.amazon.com/Below-Belt-Stone-Barrington-Novel/dp/0399573976?tag=NYTBS-20,4,8.08,4.3,pos,0.1363636364
Spirits invade the life of a Charleston realtor.,"['karen', 'charleston', 'melanie', 'mystery', 'jack', 'ghosts', 'twins', 'ghost', 'jayne', 'main', 'mysteries', 'ending', 'homes', 'predictable', 'paranormal', 'nanny', 'coming', 'houses', 'kept', 'page']",THE GUESTS ON SOUTH BATTERY,392,"['Hardcover', '$17.68', '83', 'Used', 'from', '$5.64', '56', 'New', 'from', '$13.50', '2', 'Collectible', 'from', '$12.89', 'Paperback', '$12.78', '38', 'Used', 'from', '$10.67', '52', 'New', 'from', '$7.94', 'Audiobook', '$0.00', 'Free', 'with', 'your', 'Audible', 'trial', 'Kindle', '$11.99', 'Read', 'with', 'Our', 'Free', 'App']",2017-01-29,4.6 out of 5 s,https://www.amazon.com/Guests-South-Battery-Tradd-Street/dp/0451475232?tag=NYTBS-20,1,17.68,4.6,,0
